"Category","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9"
"Y",-0.90488860576962,1.57278199067968,-0.543151292373784,-0.18680636100677,-0.106218696057152,0.0749818721513647,-1.58230622456158,-0.214959455379741,0.689942277613536
"K",-0.592054426414869,-0.65267621158562,-0.577813296141025,-1.26593105159959,1.83928739675264,1.11596150496985,1.31558007682078,-1.22110665466678,-2.03386324391514
"C",0.367770243850834,1.00106873469366,1.97734554914215,-1.45193085309528,-1.50192367755094,-1.69506127479934,-1.56452371466354,0.102962742095303,-2.18006355143784
"T",0.986055468675688,0.532415244896168,0.20030782866736,-0.359669957969556,0.721414857792426,0.187404688777063,1.98139201965667,-1.11987997443294,-0.398557532567231
"Z",0.568425568168046,0.0560974260555369,0.594954924890441,-0.0882935538947514,-2.15725623838185,-0.0997508759560049,0.372613077296071,-1.80445175306735,0.207356049306359
"K",0.0671806731226038,0.798485959722038,-2.44889880505606,-2.51605643368145,1.12376658511505,-0.556076584782391,-0.0609380238634062,-0.455182524806395,1.15508669580737
"I",0.185949393757114,-0.410600645833949,1.2771194183501,1.26405965727746,-1.02165810123255,-0.660564705113336,0.162998380320025,1.03979796086378,-0.694022541102183
"Z",-0.176864025513368,0.136988831254171,0.872774356042125,-1.50566916444365,0.655605047739233,-0.0151070827849995,-0.107167760696357,1.24263142377896,-0.754700749487871
"V",0.156274094836184,0.505438884626575,0.741718978229187,0.798618747749909,0.604810737476055,0.123749818751614,-1.56244859639475,0.676264221536373,1.52518866564947
"N",-1.30654703785,-0.342933349721941,0.391682363603942,1.9983277029514,-0.461789212624081,0.34122195888813,1.21851254295414,0.0476108096972575,-0.999769753985606
"F",-1.0907611334636,0.755949198881018,-0.75209851139954,-0.399108531048313,-0.694360313527835,0.315168207042064,-0.47637454964439,0.49090394985913,0.088734982362574
"K",-0.136305831044021,0.365233958093677,-1.2915744241069,0.674383432362316,-0.234310896312274,0.411624593041027,0.377656542831714,-0.718165449166721,-0.0208822416372987
"S",-1.41772050472008,-1.31280677945794,0.437772408516625,0.689465070692835,0.170077672453512,0.210853879341246,0.0190189437615459,0.687396406994829,-0.985136495870563
"U",-1.04003319433162,1.03221105813116,0.121039044489671,-0.843598031687073,0.178800535917436,2.64454180038637,-0.390607235243519,1.07383980099663,1.35817386586807
"X",0.637107779117993,-0.136656735990756,-0.0429281001451662,1.07808705798688,0.175215302804493,1.36416870210285,0.601945140914289,-0.426262358743573,0.00451422114161667
"R",0.00186605077857034,-0.681061171218728,0.1813172510358,1.36116977682035,-0.542809443284935,0.654996894845854,1.53977573755995,0.234781372440584,0.0540871714989957
"V",-1.02329216743779,-1.75110627267933,1.10397747526127,-0.00354157519871652,-2.14628992174496,-0.319099542605483,0.795729469267157,0.069321173891873,0.546350535529523
"I",-0.0544287761045955,0.391749408999092,-1.71497457781694,-0.204489358304752,-0.427739319013542,-0.991725767927222,0.613257115780991,0.283776376003846,-1.37483010125939
"R",-1.65417513923295,0.997836037609117,0.403842902611892,-0.0601160260482167,0.628414508851919,0.555867632187972,-0.354949795073974,0.0845476524576033,-0.595230942011464
"E",1.18048372209376,1.4318424035013,1.03680737715196,-1.44935463909136,-0.0500850652953049,-1.4090908797456,0.971415099609987,-1.84559157407109,-0.279428774576903
"A",-0.761829058702115,-1.90154879760464,0.0250283489946418,1.77240871552232,-1.8947548183188,2.64421715987849,2.01565304073457,0.285216633036242,1.93327347437251
"A",-0.528762429738733,-0.385490906366324,0.132197870273914,0.978896811770959,0.518765841853487,0.902918506844009,0.636873648901783,0.670750808834717,0.539891549242636
"E",0.608889140924017,-1.95956947629096,-0.498169554639648,0.254174602947527,1.52706912465713,-0.716298396843735,1.34604371817343,0.456998802884924,1.78791538177441
"P",0.391323584474415,-0.949479924234185,-0.186289493515678,-1.10000781975134,1.35897167850272,0.688834912180888,-0.213564888849898,-0.305055989028671,0.137314419441166
"W",-1.27645243391216,0.30989901168573,-0.380386533528284,-0.471507570225746,0.126229239022608,-0.253977493079699,0.51152453313813,-0.838313424712646,-0.0209687861732636
"U",-2.63930251992921,-0.421934990881507,0.327709274716933,1.65912112209308,-1.4986305361709,-0.628488173480388,0.539881077794693,0.702066653742193,0.908082786475867
"H",2.42531041080483,-1.222903687052,0.0955871756490035,-0.423702844627947,0.142593350353869,0.176714718591169,-0.998088224488281,-1.1362393233853,1.42010766201597
"D",-0.170303785440214,-1.53896233107307,-0.153781625077319,-1.47004593754992,-1.51904322804997,1.23278719796549,0.202962086386271,1.26572100342583,0.250538012484045
"G",1.67852434009042,0.0165681008388368,0.68734595373939,0.444113099269529,0.653041151467528,-0.304502146022281,-0.409392084518485,-0.2342323398049,-0.288956897792636
"F",0.525809774682228,-0.427794731999517,-0.355967757368489,1.32163107325918,0.737982485295206,1.60035905100662,-1.36850673807177,0.0132794932405897,-0.719746359385763
"M",-0.378621376946132,0.0100928912892542,-0.964972130072975,0.349741344569832,-0.925290150310707,-0.153689437441269,-1.2949904625243,0.0384577723222637,-0.00451435053977061
"X",0.853896820065486,0.0381526838065934,-1.04002740512473,0.923913267296011,0.175017085401905,0.713674156941437,0.179335293962601,-1.06422747076279,-2.52150235447461
"L",-1.33144739959987,1.0728591301506,1.59834510139525,0.488535397577808,-0.60444238621029,-0.852239720333689,0.0807644537043991,-1.31402146824393,0.397003648303221
"M",1.31090766710581,0.192541698634728,0.360692657844344,-0.460124182140341,-0.0722516774156059,1.20214833612597,-0.156117780831598,-0.214820677277879,0.915431402642732
"J",-1.91027646218053,2.88205235941473,0.359855789162977,-0.331863660474651,-0.553312116479917,-0.414537507672538,-1.27525863919783,0.730759990289183,0.822707441917043
"D",0.114403379914274,1.98300421129741,0.784425546206735,0.223992659009208,-0.134379988161613,0.420642139843623,-1.29248354148072,1.54220202907481,-2.57408028297017
"X",1.61853772332652,0.358332992826142,-0.776367088270843,-0.715947896415705,0.0432398475303622,0.476452729038182,-0.231091584665317,0.0628967970662205,0.0956195700919036
"E",0.267392295034628,-1.2873225109973,-0.330346779792466,0.871444565675277,1.63408369794296,-0.0118013111713655,-1.3047826012824,-0.522503521978413,-2.06426595270741
"P",1.93282438286526,-0.542513804054781,-1.08804875720097,0.800248327442766,2.1492559887533,0.295959560179031,0.0608623660338782,1.98586796700249,-0.388072622557633
"C",1.04418932377298,0.736386549752735,-0.15532123070281,0.587746522348297,1.57405541566732,-0.771509136587145,0.174487296975022,-0.519635125850359,-1.5458054876436
"G",-0.716526380962591,0.0533664413285597,1.14657710292521,0.758205782764858,-2.48116588982431,-0.142190677034925,1.23149589311369,0.927196649255864,-0.916988538060204
"I",1.64010400924935,1.45354276599832,0.462799792900837,0.285375165001989,-1.22305104255799,1.7766068204214,-0.696877202208895,0.421269067549999,0.387110517492751
"C",-0.960712723137078,-0.152492789015341,0.251342400655651,-0.865201486475064,0.258303037247277,0.431414640367093,-0.677617767005104,1.32001697721784,-0.144379287096653
"F",-0.379333549325038,-0.222759033163212,1.07393542375061,2.97202536994191,-0.929676898158778,0.386466957163627,-2.29342557530508,-0.0237329292560505,0.754030997593758
"X",-0.0779182047619358,1.47151470472064,-0.126277117479188,-0.843982663228753,-0.00276955939361016,-0.781566376561596,0.408992299436457,0.0919275363690243,0.583557075125042
"X",-0.200796846533403,0.851014967414969,-0.460461476222351,0.516180424245872,0.0728741355262856,0.437013170400795,-1.8930509364243,-1.12534826061232,0.274833987168034
"N",0.526795763095421,-0.591451363175178,-0.698524968567286,1.11261460568221,0.0815762254174694,0.317681643656359,-0.65848246951567,0.507113092557376,0.914803255957203
"A",-0.0465667588710944,-0.867990523899917,1.06587946916586,0.10502125832246,-0.235418751455553,0.0255449204170626,-1.07345985152942,-1.11703556338021,-0.557188399840163
"H",-2.17774784173439,1.42777953262697,0.275657082416667,0.228254272338796,0.341525293933393,-2.44068806804458,1.66902167552977,0.7853617261326,-1.03163607114408
"C",-1.04638838073211,-0.800473015768339,-0.11783821012596,-1.64463502524186,1.01818856634636,-2.04856112004408,0.0138712638163317,-0.616113541673864,-0.236792773610449
"I",-0.233345506060727,-0.482258196414254,1.07865295402283,-0.730893479643657,1.2717280480143,0.268882232488669,-0.3163733562372,-0.574833383159679,-1.28238970076422
"N",1.21735738078402,0.962882349958566,-0.1639673843691,-0.200162717030269,-0.726249215928174,-0.25535118169298,0.83775266153738,-1.6405977079375,1.09887772730442
"J",0.589098065624247,0.975590231760688,-0.691884294970974,2.04819869710778,1.10396127245712,0.207400336458412,-0.189413530077185,0.459729502485782,-1.07105079434318
"Q",0.319424938435769,-0.470390000070893,1.22534264553135,-0.790229815476869,-1.25158112629762,-1.02943418180185,-0.725985647191488,1.08436892467125,1.25256114506549
"N",-0.608575930575058,0.757162562203238,-0.226653406492974,-0.739167545795864,-1.91593246432392,-0.559335017600963,-1.15707678145212,-3.54217201761058,0.123904833841303
"Q",-2.02694562521274,0.777652244177816,1.50550919651719,1.80581385452659,1.30968559632586,-0.980344117427909,0.737878824318188,0.136229827150024,0.492918431662598
"Q",1.53342982228714,-1.41489893109093,1.15146827220747,-1.65796227984279,1.52929436567284,1.19691890035312,0.00318956392881788,-1.81364811284806,0.658312675441429
"D",1.05064885783269,-0.520510936883469,1.48426221515162,-0.019055296927309,0.890769212513437,1.32327432994907,0.0523638035256891,-0.385523175625751,-0.198967541323908
"P",0.086913337784598,-2.28733114910763,-0.00183471183736454,-0.399009696675371,1.15167723512361,0.890582029198714,-0.403358118122471,1.24818220180022,-0.0107762182282155
"H",-1.7694320829662,-0.500951911185205,1.10476387131738,0.142648999397785,0.711759694706158,0.452059990081782,-0.0642914438166331,1.54689764049282,0.539984370155992
"L",1.07002800400114,1.25051851605526,-0.578897221954884,0.185328775337919,0.888157616856833,-0.913030500920412,1.3146000287951,-0.647015375394109,0.931373543671839
"Z",-0.868749978100762,-1.26307481993836,-0.14940393095419,2.16224084477077,0.127707367349727,0.353992213490329,-0.919505202995167,-0.91249402693052,0.204888882907151
"Z",0.433265896310041,-1.76774191171085,-0.249495092904772,0.172661419654621,0.332681940539701,0.647730903883899,0.953699386626112,0.173711999979356,0.340186033683435
"F",-0.457467069165788,0.222693909809998,-0.395392616635255,1.1648436114434,1.82107624826479,0.667611048572241,-0.989279539131808,-1.30229191721908,-0.192437593274379
"T",0.550931351871705,-0.915199367953939,-0.559720274813036,0.9097329294816,-1.48863411716297,-1.09770375547487,-0.632274521649374,-2.07107027149563,0.899848629013774
"O",-0.386324071164251,1.53285344720139,-2.80541977076315,-1.05069704201626,0.338959283778704,0.0468914263578207,0.113387578930657,0.486889341382006,1.88427633467627
"K",0.120515655300771,-0.96795610903611,0.508505846737765,2.47901577459921,1.02719410868844,1.13080004096975,-1.8724409909369,0.350571146175851,1.40879112526988
"J",0.427753785236769,-0.316820159352391,0.184156341907868,0.487496749035769,-0.603580195546949,0.161888893783452,0.0896508408658208,-0.293287111669645,-0.146023011477675
"Q",1.18306472695158,-0.89478086394552,2.08268953737699,-1.30867009409742,-2.3821302933138,1.05214775532338,-0.975332213673889,-0.0179450024323658,-0.490188432417111
"U",0.520532869247414,-0.424272520070374,0.504490339980462,0.2919941454758,0.220570528289757,0.577657818633623,0.860750290608728,0.157548682197696,-0.675570472251208
"F",1.12668441470033,-0.785385776859906,-1.06447210999785,-0.777164289261227,-1.01378141088186,-1.55096396918192,-0.625152683567291,-1.14170717882669,0.786328155984068
"S",-1.00380344598433,-1.90707285696284,0.888800079814296,-1.07629830605342,0.685610947450737,-0.61082239724964,-1.24696478258017,0.723381721899472,0.778862678314739
"Z",1.26592344079284,0.543994705959388,-0.870711578880112,-0.232177473117864,0.619338852159862,-0.0764729886540406,0.658279853226439,0.0830648969139204,0.895292334631257
"H",0.287811291624558,0.180917400423354,-0.248803751122692,-0.176801162514766,-0.304325574619814,-1.44771188430758,0.62379603762031,-0.817085428581537,0.125048370560518
"L",0.995098266142923,1.68830852556881,-1.62409220267345,-1.60388716602937,-2.09108940449154,-0.320448703858663,0.905446457451216,0.927460964430248,-0.750255365919993
"H",-0.132104304614345,-0.326095262862584,1.96563717499257,1.38039322748089,0.146683237935662,0.87301207621519,-0.415305687909165,2.13689004697467,-0.417777122796522
"O",0.610975079567715,0.523287066136283,-0.225140685460025,-0.327088259323545,-1.44949700225759,0.5763050598972,0.234836252891149,-0.191309940518426,-1.76106156385941
"W",0.963398048842301,0.702478713505843,-0.542255101635269,-2.01720228725677,-0.0142924762625573,-0.620835703549865,0.102118692726405,0.43982558044088,0.326735844082425
"L",0.644965026912006,1.98968374499407,-1.2626891293215,-0.374554084942885,-1.05827074324534,-1.30145113680285,-0.928649230626227,0.27138170131987,2.45683135356161
"I",0.411289500584175,-0.633421216906791,-0.997392889869993,0.649847434978508,0.424431390523863,0.967226197388751,0.733455658471888,0.273307505259633,0.511317423409375
"K",0.418547124963289,1.10598671118675,2.52963482579116,1.68674686857109,-0.551137574292538,0.221551086489041,1.7923294363407,-0.272713302250425,0.717144329840108
"U",1.85332510316155,-0.224192234118459,1.10689615458255,0.327460204797664,-0.92198048235835,-0.0876323203249195,0.0706664863545537,-1.31969334188117,-1.09933406252603
"K",0.169152137939011,1.78671570606783,-0.968027013532996,-0.0405484649078836,0.738538955816669,-1.14079465817321,0.391890469637643,0.705626375555696,-0.084038391794147
"X",-0.290830106058172,0.939062622001703,0.0303918396620753,-0.9732794407107,-0.804322983173423,-0.363764243520949,-0.338305461276591,-0.0168909119675534,-0.204267076889823
"J",0.0524669201532927,0.297661120776215,-1.90132616118849,-0.0460482990959801,0.697088486235215,-0.101699317207704,-2.60913667868581,-1.02642560486275,-1.26571696761329
"U",-1.11772376980691,-2.59535169112534,-0.713091345032957,-0.420151845176921,0.0923178429284811,1.34262190812389,0.612728391952499,0.727010247147507,-2.06816086394364
"J",0.143248685510029,0.578384647465358,-0.960833563008763,-0.450821708575466,-1.56255373454013,-0.730052157428049,-0.767363328911165,-1.07385129459401,-0.750486735718892
"U",-1.09252162045983,0.211993923748479,-0.237219728085556,-1.10258361564916,-1.60482964099513,0.748823217889494,-0.715579938126137,-0.257908327571236,-1.54087926667812
"K",0.418147584679165,0.719583645322691,-1.04728182154021,1.38228617422812,-0.305719202860951,0.508592679042109,0.480716022131445,1.18094856988925,-0.103297975295544
"V",-0.290124122410207,-0.487705624876459,-0.593567808645274,0.514202884790258,-0.0104641796973059,1.32174375068351,0.0781147272566459,-0.788936278871208,-0.60656140362592
"K",-0.876170256983813,-0.0779015355505316,-0.126664744050693,-0.932129927399617,-0.91424419163152,-0.758585759304272,-0.57831493329159,1.39635532329399,-0.89764427971738
"Z",-1.52044272531697,-0.889686559388815,-0.595484794539477,-2.12162678638801,0.335167485543279,0.0586742993528727,0.310480515519671,-1.50127140390655,-1.23545579321731
"X",-0.403751670786523,0.944443944774997,-0.49925179455877,-1.69307310043925,-0.216458681559462,0.121250227150374,0.313150130406432,0.995842093870974,0.205164761818448
"A",-1.92879116718976,1.33964247654463,0.0127973146607808,0.124876160090675,0.873035450913318,-1.00317424018279,0.135061507971063,0.693033130197769,-0.722100633129569
"K",-1.10468217873856,0.0665677731210338,-0.99104401566468,-1.80222198395171,0.319087751441447,1.73982662062164,0.722781484762951,-0.277899777536482,-0.859108861457155
"H",1.27312714670575,0.283173714121193,-0.702592380858272,-0.189823058747217,-1.08996727582608,0.651647617818484,2.21975517680746,0.24058054459649,-2.38515532966616
"S",-2.09818622072499,-0.0878591156668944,0.613221073248289,0.0302266179398482,0.963149339615271,-1.11910947573817,0.707990237439667,-0.529148205851372,-2.07941390251141
"T",1.30043308771875,0.377943352146126,-1.02151401401591,0.687173536297432,-0.377488086027974,0.772183118912378,-0.299217942254674,-2.24145308007941,0.372640627234988
"V",0.0240799197136259,-0.909235854509484,1.62075617194964,-0.291487438992558,-0.233403687639022,0.741392922260362,0.691037608105297,0.385561380608107,0.231646558325867
"F",0.155058048664058,-0.202148810869414,-0.0387377821718759,0.118913807309662,1.44705892569996,-0.322938198921593,-1.56850617166006,0.914306457621191,-1.04451746717835
